,SRR1275356,SRR1275251,SRR1275287,SRR1275364,SRR1275269,SRR1275263,SRR1275338,SRR1274117,SRR1274089,SRR1274125,SRR1275299,SRR1275277,SRR1275370,SRR1275293,SRR1275348,SRR1275245,SRR1275342,SRR1274131,SRR1275346,SRR1275241,SRR1275279,SRR1275297,SRR1275273,SRR1274121,SRR1275336,SRR1274119,SRR1274087,SRR1274113,SRR1275267,SRR1275289,SRR1275283,SRR1275360,SRR1275255,SRR1275358,SRR1275352,SRR1275265,SRR1275368,SRR1275281,SRR1275362,SRR1275257,SRR1275350,SRR1274129,SRR1274123,SRR1275334,SRR1274085,SRR1274111,SRR1275249,SRR1275344,SRR1275243,SRR1275301,SRR1275295,SRR1275271,SRR1274133,SRR1275275,SRR1275291,SRR1275247,SRR1275340,SRR1274115,SRR1274127,SRR1275354,SRR1275259,SRR1275253,SRR1275285,SRR1275366,SRR1275261
NADK2,0,1640,99,364,305,120,521,117,6,120,285,48,227,500,142,37,0,1,2652,193,15,0,9,143,591,15,7,2,0,186,7,375,0,488,407,166,696,933,39,0,161,74,5,633,903,3,1,86,34,52,121,0,189,162,38,201,555,56,27,46,0,1,96,1,595
NAE1,129,220,135,1,284,0,418,1,1307,16,28,0,1,26,0,3619,141,2003,408,74,0,348,4,2104,1820,38,3006,663,0,0,65,797,82,20,0,74,1,201,103,0,14,3619,90,0,146,2280,1,69,0,0,0,631,202,664,0,0,3421,1173,2121,486,0,198,352,1,0
NAGK,0,1,0,291,13,26,406,1,0,0,498,733,150,0,286,0,0,0,0,17,13,0,17,48,0,0,0,1,348,0,2,557,0,46,1813,0,89,1,0,0,27,41,0,0,9,0,231,380,0,0,7,2,0,15,0,2,1,341,20,115,1307,1,3,1,0
NAIP,0,1,0,1,2,548,1,0,0,9,13,0,1,0,41,0,0,0,48,0,199,0,370,0,0,13,1,38,317,523,1,0,580,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,90,0,0,633,0,0,193,0,120,123,1,0
NAMPT,64,1,0,158,178,1983,1,0,772,0,0,8,1,1056,358,396,0,0,2771,27,1826,0,0,103,0,501,371,2,0,0,125,36,0,0,372,19,247,0,1008,0,264,758,1,0,4,0,1,0,4321,0,0,0,1902,43,0,3146,1,276,18,0,0,1,0,343,0
NAMPTP1,0,1,0,1,16,68,1,0,13,0,0,0,1,81,0,37,0,0,119,0,12,0,0,4,0,11,23,0,0,0,0,0,0,0,0,0,1,0,0,0,56,5,0,0,0,0,1,0,0,0,0,0,6,0,0,0,1,3,0,0,0,1,0,1,0
NAP1L1,1757,177,136,1,3375,682,283,8956,3681,10572,0,4300,82,287,3522,2780,302,10146,4162,2234,317,985,1383,3087,62,6458,18687,11374,134,8,4522,229,765,721,1165,96,1,293,2841,143,2588,7436,5353,1395,3123,10572,3301,6934,3709,2911,1368,4452,5396,2241,5466,1923,4498,5507,4933,46,2971,293,5466,628,0
NAP1L3,64,1,0,1,0,0,1,0,106,0,0,107,1,26,29,0,667,0,0,0,0,66,66,1,127,0,0,569,15,3146,0,0,110,0,253,1378,1,1,0,3110,0,0,0,2690,1,0,1,14,888,0,0,1604,275,1123,0,0,3265,0,45,0,0,5650,45,1,22
NAP1L4,0,469,0,1,9,0,1,3,0,2,0,11,517,0,0,0,100,0,0,40,0,52,0,0,0,6,34,16,0,0,0,0,171,10,0,40,1,2,8,0,0,16,2,0,7,0,1,0,12,0,0,26,1,0,3,0,1,2,9,0,0,1,12,122,0
NAPA,0,1,4,1,4,806,2401,10,0,0,889,102,1,218,0,0,0,1,0,239,69,122,20,2,0,0,27,4,0,8,24,0,386,20,63,202,1,15,0,0,27,27,0,0,1,0,1,14,84,93,152,9,0,2,17,7,124,0,1,115,143,1,607,1,454
NAPB,0,1,0,1,9,0,1,0,1,0,0,0,1,524,0,0,0,0,0,0,2155,0,0,0,0,122,0,8,218,0,137,36,33,0,0,0,1,7,0,43,0,5,0,0,1132,0,1,0,0,0,0,136,0,27,0,0,1,1,0,0,112,353,30,1,22
NAPG,0,392,0,1,558,26,1,0,32,1,33,52,1,63,12,0,0,0,743,0,1,266,0,0,11681,0,10,0,15,0,1,0,33,1204,41,0,1,86,0,0,0,0,0,0,15,0,1,7,0,32,0,60,1,45,3,4121,1,0,0,1427,0,1,161,1,816
NARF,362,1,17,1,0,43,1,807,10,374,0,273,1,0,6,1474,336,2,0,0,110,0,9,1053,62,367,1828,1036,2121,563,0,36,212,10,1480,0,1,83,62,80,27,437,1895,0,648,95,227,40,0,14,69,121,3209,0,831,2,1,2392,0,0,0,1,9,1,201
NARS,254,1029,14,1,2045,311,1,0,498,1011,0,376,1,5172,121,115,0,0,531,0,15,540,49,6,0,2051,125,8,0,32,4199,0,511,10,2299,32,1,4933,0,368,0,1432,315,163,4180,78,1,7,52,0,0,1585,759,9,696,2,1,103,35,0,0,585,21,1,548
NARS2,0,1,0,1,71,0,1,0,0,0,66,0,1,0,0,0,0,0,0,0,573,0,20,2021,0,0,0,1,0,0,11,0,0,0,0,139,1,6,0,0,0,2,473,0,0,24,1,0,0,0,14,0,158,0,0,0,1,0,0,0,0,1,3,1,0
NASP,2813,101,1442,1,44,0,217,3209,3737,1080,23,369,550,51,972,4062,146,2051,5818,213,727,462,2254,2606,0,735,3697,648,719,0,1945,785,184,4544,2581,1277,338,173,137,2753,27,1391,1301,1051,2115,1840,1,2617,1953,152,18,27,34,750,902,50,1,4343,1068,1160,777,1,6,2221,0
NAT10,170,1,9,1,333,148,1,109,505,9,7,0,2987,0,0,0,753,0,39,27,43,38,4,2,0,1053,0,0,15,1241,3,4772,0,1714,0,3421,210,0,780,312,0,308,14,0,0,2,120,1378,12,25,21,382,1,0,0,2,1,3,53,260,0,1,3689,1,0
NAV1,0,2893,12,1,244,55,1,440,1235,2345,549,482,1,2753,26,135,370,536,132,27,8606,122,292,485,127,93,10,38,15,26,463,2588,191,20,371,2519,4024,2453,598,0,27,3539,266,149,99,2925,511,106,1049,759,1745,5,97,6,3353,268,266,1247,111,173,484,1,288,1,0
NAV2,0,1,4,158,201,367,1,1,158,1,105,2,1,1053,0,0,0,20,0,0,595,1680,68,20,0,0,0,0,0,326,341,0,278,0,0,322,1,354,0,305,0,7,0,0,166,0,1,0,0,382,0,1474,0,8,402,0,1,0,0,0,229,1,166,1,0
NAV3,64,1,9,413,0,34,6458,2961,905,1578,219,12,592,0,69,0,758,1,0,281,0,0,1483,4190,354,0,0,1,75,40,148,0,0,0,0,0,1,1003,0,0,0,4671,0,230,0,0,959,0,0,45,0,20,0,1018,638,7,1,423,0,0,50,1591,9,1,22
NBAS,0,1,1001,2132,17,14,1,0,1,3,76,6,1,18,12,368,544,0,21,0,0,0,711,988,237,0,0,17,47,0,355,0,33,0,656,61,343,607,8,575,352,0,0,1166,1618,65,1,0,0,134,298,0,39,51,0,38,1,34,941,1324,50,4642,0,802,22
NBEA,0,2073,0,1,8,0,1,0,83,764,1942,0,82,436,0,0,51,1,1086,0,1506,5507,259,3,0,5,530,6,0,1156,211,0,70,0,15,74,1,3971,1204,62,857,251,2,0,19,136,1,1735,377,888,1437,2366,385,803,215,0,1505,0,13,1364,2893,891,3225,1,240
NBEAL1,0,1,9,820,4,0,1,49,62,10,0,0,1,18,0,0,2139,0,0,0,3,28,17,1,0,6,0,38,85,861,2,0,206,539,108,0,1,1,501,0,426,0,0,0,0,0,1,0,0,79,7,2,0,0,0,6,210,40,63,0,130,1,0,658,0
NBN,648,1,4,158,361,350,1,2,1,1206,0,6,1,18,0,0,0,546,1080,0,0,0,0,156,0,127,911,217,15,0,1372,0,198,452,0,217,1,0,0,0,14,1281,54,0,24,0,1,770,0,0,0,95,9,0,1108,73,1,9,0,0,0,815,0,1,0
NBPF1,129,1,0,1,0,0,1,0,0,10,0,0,1,85,12,0,0,3,276,32,0,0,0,0,0,0,9,86,15,26,0,0,186,36,38,0,1,2,24,0,0,0,1,104,3,10,1,0,12,0,0,0,0,0,0,13,1,16,19,355,0,371,0,1,0
NBPF10,129,1,228,1,0,34,166,12,38,11,0,67,1,131,166,60,343,14,0,0,0,173,30,25,172,86,18,127,0,43,2,0,119,88,10,0,201,0,30,0,51,37,166,195,26,27,140,337,27,14,0,2,0,7,2,15,1,67,26,0,0,1,15,87,279
NBPF11,780,1,86,1,16,0,126,11,1,2,7,0,1,0,16,0,0,0,0,0,0,34,4,0,127,0,3,1,0,48,0,36,82,34,0,0,1295,27,8,0,34,0,2,0,0,76,68,14,19,14,27,34,0,3,1,0,1,0,0,0,635,1,0,99,0
NBPF12,903,1,164,1,76,14,1,111,155,23,0,44,1,0,16,37,34,1,21,0,7,188,0,17,596,107,6,273,0,610,0,0,0,62,0,0,626,8,0,0,27,0,65,51,0,4,132,162,12,0,71,59,0,77,4,4,457,0,0,0,158,1,0,447,0
NBPF14,0,1,994,1,0,14,187,1,32,1,0,8,1,0,38,0,94,0,0,0,1,0,0,113,172,5,9,460,0,26,421,36,98,182,28,0,273,13,23,0,74,9,154,0,139,15,68,14,27,0,0,0,3,3,118,17,1,1,10,0,94,1,0,1,152
NBPF15,64,1,9,1,2,14,126,1,0,24,1018,8,1,0,459,0,34,18,187,170,153,14,17,4,0,8,0,1,0,36,2,0,33,161,0,0,1,2,236,0,51,2,6,72,1,15,1,0,56,14,48,5,3,25,0,0,1,5,2,0,127,1,0,1,58
NBPF19,0,1,4,1,5,0,1,51,0,124,7,4,1,0,48,0,34,0,0,0,1,14,13,64,0,0,0,0,0,32,2,0,0,227,0,0,1,23,21,0,84,2,7,0,0,0,140,39,2124,0,7,8,0,3,6,0,1,2,12,0,118,1,3,65,0
NBPF26,129,1,133,1,0,26,195,18,17,5,0,2,82,0,152,37,117,11,21,27,0,69,4,25,270,78,12,97,0,149,3,0,117,444,35,0,154,1,293,0,60,7,64,51,10,0,149,303,676,32,0,0,0,1,5,0,1,17,95,0,50,1,30,130,116
NBPF8,0,1,18,1,12,0,1,1,3,1,0,0,1,0,429,0,34,2,58,17,0,86,4,7,127,2067,2,8,0,2617,0,0,91,184,101,0,1,0,108,0,27,88,8,72,3,225,120,23,31,14,7,2,23,1,0,0,1,32,2,0,50,1,0,65,38
NBPF9,170,1,134,1,5,70,348,15,15,7,13,8,1,60,195,82,165,6,21,32,4,118,37,29,359,28,13,60,0,187,3,36,213,124,28,0,131,3,101,62,121,10,72,115,25,11,402,117,124,65,0,11,3,47,5,0,84,11,10,0,230,1,12,179,196
NBR1,193,1,0,1,15,1158,1,4,0,0,78,629,1,0,16,0,0,0,21,0,1,24,0,0,0,309,4642,797,0,0,95,0,0,65,4,61,1,3,0,0,14,60,0,0,2,0,1,1625,0,0,0,0,43,0,0,0,1,15,4,0,0,1,15,1,22
NCALD,0,1,4,1,0,0,726,1,0,9,0,2581,1,2274,6,0,60,891,0,27,1006,2771,5507,5,0,19,1,202,384,0,11,0,1062,0,0,0,89,43,26,0,34,0,17,0,0,13,1,0,0,230,43,0,2,467,0,0,1,1,23,46,180,1,296,1,0
NCAM1,1383,378,0,9230,1279,14,1,10,7,25,138,54,182,60,2866,1088,2092,0,1014,38,1067,288,738,0,303,0,1,3,155,0,1,0,137,155,2010,277,309,151,1611,2588,0,237,0,0,0,0,393,76,771,535,790,0,22,68,34,0,124,0,18,619,124,1080,1699,1,0
NCAN,2519,177,41,413,923,14,427,0,0,0,23,2,82,0,4747,714,1010,0,39,1745,1648,174,35,0,0,0,0,0,31,40,688,311,33,239,215,46,1,411,0,172,82,0,0,0,0,7,202,0,0,207,650,2,0,152,1353,4,1,0,0,5172,1083,1,672,283,0
NCAPD2,0,1,9,1,0,0,1,2026,86,2450,0,0,1,0,0,0,0,1006,0,119,0,0,0,153,0,1910,791,235,0,212,0,36,0,10,497,0,1,0,221,0,0,58,692,0,2635,97,1,0,142,0,0,0,446,42,0,0,1,31,604,534,0,1,0,1,119
NCAPD3,0,1,0,1,0,0,1,0,5,1,0,0,1,18,0,0,0,161,39,0,0,0,0,228,0,0,1,0,31,0,207,0,0,0,174,0,1,4,0,0,0,253,19,0,2,354,1,0,0,0,207,0,1437,527,31,0,1,14,110,0,0,1,0,1,0
NCAPG,0,1,507,158,640,14,1,74,10,3986,7,0,1,0,0,0,5055,1991,251,1057,4,0,0,488,0,1509,15,2893,0,0,1528,0,0,0,0,0,1,0,3619,0,0,1499,524,0,500,3099,1,25,12,0,0,0,4162,873,1971,0,1,705,4,0,0,1,0,1,0
NCAPG2,0,1,293,1856,10,0,153,2,21,1,0,0,1,0,0,0,0,7,0,0,0,0,0,2,0,1,16,0,0,0,3,0,0,103,9,0,1,0,1451,0,0,470,29,0,43,60,1,7,0,0,0,41,198,116,0,0,1,0,1,0,0,1,0,1,0
NCAPH,64,1,0,1,0,0,1,19,373,14,0,0,1,0,0,0,0,1,0,971,0,0,0,983,0,1,0,547,0,0,0,0,0,0,0,0,1,0,233,0,0,1989,12,0,6,479,1,45,0,0,0,0,1,541,8,0,1,2358,427,0,0,1,0,1,0
NCAPH2,0,1,33,1,98,0,1,0,0,0,0,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,1070,32,3,0,0,268,1,253,0,170,0,0,0,367,6,0,1,51,0,0,0,1,0,1,0
NCBP1,0,1,2830,1,0,0,1,289,46,17,0,34,82,0,327,0,0,813,614,40,215,0,0,3,0,0,2,0,0,0,0,357,91,0,0,0,1,0,1430,0,0,5,13,0,14,0,1,273,0,592,18,2,3,2525,287,133,1,5,3,0,335,1174,298,1,0
NCBP2,0,220,1142,1,46,2380,483,1551,2785,1,18,3110,1,95,0,501,4747,259,21,176,1293,1708,1068,5,62,5038,1451,496,4522,417,20,36,33,10,0,0,1029,68,23,872,5715,11,9,0,64,9,1,18,851,0,46,17,218,711,482,2,1,781,143,0,518,2221,19,87,0
NCBP2-AS2,663,1,0,1,0,0,1,41,39,1,20,0,1,0,0,290,0,1,114,17,116,0,52,0,0,0,0,0,0,8,0,84,0,483,0,194,1,2,8,0,14,0,0,0,0,0,1,0,63,0,14,0,11,0,0,0,1,2,80,0,0,1,3,1,0
NCDN,0,1,0,1,0,0,1,0,0,0,0,71,1,0,0,0,0,2,0,0,282,264,4,0,0,0,0,0,0,0,79,0,0,0,4,0,252,40,8,0,14,2,0,0,0,0,1,0,0,0,30,0,73,65,3,0,1,1,0,0,0,1,18,1,0
NCK1,0,1,26,364,537,34,1,19,0,35,1282,2,1,174,0,216,0,123,0,0,0,0,0,50,0,0,0,126,0,0,0,0,0,481,0,0,210,0,0,0,0,0,57,0,93,6,1,0,0,0,0,0,538,0,0,378,1,1191,1,0,0,1,0,1,0
NCK2,0,1,19,1,0,0,1,0,0,7,289,0,1,0,0,0,0,1,0,0,185,0,152,51,0,0,29,0,0,0,0,0,0,424,0,0,1,3,0,374,0,0,0,0,0,0,1,164,0,0,0,0,0,56,4,0,1,0,235,0,0,1,9,1,0
NCKAP1,556,2850,567,158,839,172,364,15,0,51,0,514,1,1143,154,2353,0,2906,0,27,205,24,2482,1,2021,174,516,422,0,326,82,0,1080,81,4,100,89,71,1926,20,14,72,1774,1327,0,82,1,7,0,0,70,5818,0,58,238,27,1,0,53,557,7036,1,2213,1,0
NCKAP5,0,1,68,1,29,0,1,2,3,0,0,0,1,0,0,0,0,19,0,0,3,0,4,4,0,3,0,1,0,118,0,0,0,83,233,0,427,0,6268,0,177,5,1,0,0,0,1,0,0,0,0,7,0,0,0,10,1,0,3,0,0,1,3,87,0
NCL,2800,5978,2149,4383,155,1074,609,2712,727,4747,51,1998,652,118,67,465,926,3433,2635,35,248,251,790,1099,892,624,681,518,2031,2721,576,36,56,3851,311,545,170,393,49,1852,437,2058,113,305,56,4522,132,3783,2221,6268,555,217,1178,1690,3198,34,147,1764,65,394,3539,1596,9,371,138
NCOA1,0,254,7,1,0,14,1,0,3,56,1271,0,220,1797,0,37,709,2,205,32,3737,0,13,0,1897,0,7,0,15,439,593,0,0,0,0,463,1,229,0,0,472,2,1,532,255,4,132,0,0,25,21,5650,0,1068,30,15,1,0,1,0,0,1830,3,122,22
NCOA2,0,1,0,1049,2,151,1,0,0,7,13,1019,1401,31,0,0,0,0,0,0,3,0,4,61,0,43,0,0,85,100,0,0,0,0,4,271,1,0,624,0,0,0,13,2401,12,703,172,0,0,0,0,0,18,70,1344,0,1,33,1,1815,0,1,3031,1,0
NCOA3,0,1,39,1,2,0,1,180,9,236,7,0,5978,1688,0,0,0,1,21,89,1,0,9,260,0,0,1,17,75,0,0,84,362,0,0,668,1,766,609,43,0,0,36,0,674,0,15613,797,22,25,503,138,189,111,19,2519,1,0,14,512,0,795,3,106,163
NCOA4,0,1,0,493,0,26,1,0,0,0,4280,2,82,394,6,0,34,3,156,1269,3,0,9,1,62,4,16,4,1466,272,1,0,0,10,4,87,1062,1496,19,135,27,3571,2,51,0,684,1,0,19,2841,987,200,1062,70,109,1923,1,2,158,0,2291,1,327,1,0
NCOA5,0,1,0,1,0,0,1,0,0,28,0,2,1,0,0,0,0,6,0,0,0,0,2771,2,0,0,749,181,257,59,0,0,0,0,0,0,1,0,70,20,14,0,0,0,1,352,1,0,0,0,32,0,23,0,0,0,1,0,1,46,94,1,0,1,0
NCOA6,0,1,0,322,10,4671,219,0,0,665,3697,809,864,0,0,952,0,8,0,0,19,385,173,59,683,3,134,53,15,947,1,0,196,0,4,0,1,43,8,251,0,69,1,0,30,0,9091,18,3198,32,14,4364,2698,0,1926,2,1,0,28,46,1051,744,227,1,102
NCOR1,0,1,0,1,72,168,1134,334,705,438,172,540,1103,192,435,444,0,40,236,0,199,0,629,1054,805,3,32,1753,356,3408,1252,615,149,237,10,19,1,1412,253,2414,34,14,124,495,10,392,488,2185,167,54,346,2031,1365,58,808,543,1,3,1186,4043,0,1,4567,787,0
NCOR2,64,1,0,1,0,0,1,0,0,0,148,2,1,0,0,135,0,0,96,0,37,0,0,0,396,0,0,0,15,1635,15,0,0,0,0,0,1,5,0,20,0,5,0,0,0,102,1,0,0,0,63,0,0,0,0,2,1,0,1,0,50,1,0,65,0
NCR3LG1,0,1,0,1,0,14,1,0,0,36,0,0,1,0,0,0,0,0,130,0,172,557,91,4,0,0,2395,1,0,0,448,0,0,0,1079,0,1,0,0,0,271,60,61,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,5,46,0,1,0,1,0
NCS1,0,1,179,1,0,0,1,0,0,0,0,0,1,1199,0,37,0,0,0,0,37,0,0,0,0,0,16,0,193,117,28,0,677,0,0,0,394,4,0,0,0,0,23,207,0,0,132,0,0,281,239,0,15,49,54,17,1,117,0,786,0,1246,105,1,22
NCSTN,0,1,0,1,1301,195,1,0,14,0,0,0,1,0,0,0,131,0,21,0,0,0,4,2489,0,30,0,0,0,0,4,0,0,36,203,285,1,0,0,0,2489,20,0,72,26,0,1,0,0,0,0,0,0,389,2,0,1,111,14,0,0,939,0,1,0
NDC1,0,1,0,1,7,4533,1,1,2420,0,0,0,1,0,6,0,66,22,510,0,0,0,0,7,0,114,777,10,31,92,6,0,33,0,0,0,1,2,0,20,0,296,53,0,967,63,1,0,19,32,0,7,434,51,2010,6,628,5,12,1442,50,1,21,1,0
NDC80,0,1,0,1,91,0,1,5,326,2635,0,0,150,0,0,0,0,0,0,93,0,0,0,1403,0,636,0,5108,0,8,13,0,0,0,0,0,1,0,146,0,0,213,128,0,621,1401,1,14,0,14,7,0,621,276,1614,0,1,0,2299,0,0,1,0,1,223
NDEL1,0,1,85,1,0,0,1,0,0,5,20,0,459,0,0,0,0,0,0,0,18,146,0,1,0,0,0,0,0,0,0,0,0,10,0,0,1,26,8,0,65,0,0,0,0,0,1,0,0,0,94,343,0,0,83,228,1,1,0,0,0,1,6,1,22
NDFIP1,129,1,9,1,274,14,1,3,7,106,126,781,1,0,6,331,0,0,0,154,0,0,54,12,0,0,28,0,53,274,7,0,0,10,15,3312,1,1,8,43,1054,653,228,0,14,0,1,0,326,14,0,15,14,19,1,309,137,4,13,46,0,1,15,388,38
NDN,0,1,0,338,0,0,166,0,0,0,0,4,1,0,26,37,100,0,0,91,0,829,60,0,0,0,0,0,0,48,3,0,184,0,20,0,1,1,0,0,0,0,1,0,0,0,1,0,31,0,0,0,0,0,0,0,1,0,0,0,156,330,0,126,506
NDRG3,0,1,0,1,2,0,1,0,1505,7,0,6,1,472,0,0,1053,0,0,479,21,0,0,76,0,0,182,0,15,68,30,0,208,0,61,709,1,26,21,0,0,0,0,0,28,645,140,0,33,0,3766,1019,624,0,38,0,84,0,24,0,0,1,0,1,0
NDRG4,0,1,0,1,0,0,126,1,2026,0,13,0,1,840,0,2681,0,1,0,117,20,0,4,11,447,73,3,6,62,141,201,0,0,205,126,19,1,679,0,0,320,2,6,379,135,0,172,0,41,173,0,1726,0,11,50,0,1,812,0,0,0,241,1275,227,86
NDST1,0,1,50,1,53,14,126,0,0,0,0,0,1,0,0,0,0,0,0,0,182,0,0,0,0,0,0,28,0,1054,8,0,0,0,0,113,1,24,832,0,70,0,0,0,0,0,1,0,0,0,7,5,0,3,0,11,1,0,3,0,0,1,0,1,0
NDUFA1,0,1,294,1,106,430,1,53,128,176,27,210,1,131,355,1163,0,19,21,142,392,90,487,195,127,151,310,232,731,333,41,167,321,64,541,290,1,140,0,43,322,30,10,0,509,594,303,233,0,69,1247,289,482,184,18,493,247,7,41,0,513,1,61,877,757
NDUFA10,0,3026,0,1526,900,0,1,0,6,16,0,0,1,0,27,60,194,1,58,0,10,0,4,16,172,139,8,10,15,0,2,0,33,0,494,0,2826,1031,8,20,14,9,0,0,8,674,636,0,65,272,0,2,23,76,2,7,84,16,872,46,0,241,0,65,3882
NDUFA11,64,1,21,158,0,170,372,400,1019,530,0,10,1,18,241,115,1149,116,500,398,209,398,354,735,0,57,202,285,186,64,73,0,70,87,208,32,1,136,79,20,501,25,170,136,46,726,862,282,44,282,14,52,489,157,45,578,170,21,255,0,487,1,116,1,148
NDUFA12,0,537,24,1,164,120,1,294,6,479,145,49,1,293,74,104,800,492,0,785,39,74,468,49,0,174,492,220,0,0,10,101,430,20,114,401,1,313,84,345,0,449,138,1066,59,730,289,392,41,0,70,12,44,121,6,7,670,74,6,0,1630,120,84,1252,0
NDUFA13,397,1967,29,227,1338,469,429,423,24,443,13,401,1113,1430,263,0,331,418,65,141,370,608,212,1007,2216,1611,516,1512,31,411,460,905,1220,140,374,161,1,904,966,0,69,114,120,1229,827,598,381,0,98,128,856,357,451,186,18,257,823,273,1458,340,714,607,247,106,932
NDUFA2,0,1,281,1,42,374,1,39,56,197,0,11,82,0,251,0,840,66,71,67,91,0,17,9,0,7,723,63,0,19,2,0,0,760,184,296,913,156,15,788,86,13,129,0,235,34,1,7,63,0,193,0,423,5,92,0,1,30,254,0,576,1,11,133,725
NDUFA4,1116,3046,579,2260,1315,701,1284,1307,533,927,593,335,525,139,67,1010,1437,844,744,553,2902,852,168,465,323,1341,1931,477,278,1104,1614,1738,1459,150,950,758,1080,1042,56,252,1269,2698,146,0,509,1149,432,450,364,1188,400,411,862,355,707,51,334,1565,2172,1332,1054,530,244,185,830
NDUFA5,0,1,0,1058,9,128,1,32,78,267,289,492,82,1371,10,0,698,290,21,724,3766,0,605,1628,62,900,82,1022,1196,0,308,36,380,462,47,227,1125,12,113,20,27,515,142,91,198,341,1,7,96,1439,2160,708,47,1082,1367,1290,1,1241,108,719,723,2859,77,1,0
NDUFA6,0,1,0,1,0,0,1,5,0,0,0,0,1,0,0,0,0,41,0,344,0,0,0,0,0,0,87,60,0,195,6,0,0,0,12,0,1,2,0,0,0,10,59,0,0,0,1,0,39,61,83,0,16,33,2,0,1,0,0,0,0,1,76,1,0
NDUFA7,0,681,0,1,146,502,1,31,87,242,0,0,1,0,0,0,34,99,0,0,15,0,132,1,0,243,8,20,412,207,1,775,0,495,173,0,1,3,58,20,0,849,6,0,12,0,197,0,0,0,7,157,15,0,0,96,84,201,97,0,0,1,0,667,0
NDUFA8,0,884,196,1,16,707,179,73,40,23,280,30,404,266,0,0,0,16,0,1053,73,0,0,30,62,0,390,14,15,0,17,0,33,0,0,0,273,250,19,0,536,45,19,0,288,16,1,871,402,0,0,0,213,7,136,53,1,82,45,0,513,1,379,1,0
NDUFA9,0,1,23,1,1735,39,1,41,0,246,7,855,352,0,12,0,0,28,1120,145,496,0,0,3,62,2003,6,0,53,0,120,94,0,0,147,1173,89,16,15,180,94,0,149,0,0,0,103,573,0,0,65,211,2497,178,0,603,124,0,0,0,78,1,6,1,377
NDUFAB1,0,1,382,1,198,14,1,121,0,153,51,176,288,49,44,0,34,457,0,445,24,114,9,415,62,1401,85,2,213,26,53,68,1020,10,53,177,1,138,133,165,171,2,86,0,22,256,1,0,253,587,121,226,108,250,4,92,1643,168,470,46,0,812,107,1,289
NDUFAF1,390,1,1016,1,0,0,1,0,0,0,0,0,1,169,6,1902,3396,0,0,17,0,0,893,0,0,0,666,137,0,0,87,0,0,20,45,855,1,1062,0,0,0,0,1,0,0,0,1269,0,0,0,0,0,1090,8,17,0,1,0,0,0,0,1,0,1,0
NDUFAF2,0,1,0,379,22,316,1,6,0,34,418,107,1,193,0,0,122,3,0,362,24,0,196,157,62,119,69,0,0,0,24,36,210,656,0,554,1,15,8,925,14,0,3,0,0,263,1,7,268,47,0,40,63,19,7,13,1,1,41,115,260,1,393,754,0
NDUFAF3,0,1,4,1,0,569,1,1011,10,34,0,125,1,0,6,1126,1350,8,0,0,0,0,0,97,62,682,141,76,15,8,3,0,1635,214,0,227,1,139,28,385,60,39,500,0,572,620,1,61,0,0,0,0,103,14,0,2,1,0,69,46,0,198,0,1957,371
NDUFAF4,0,1,0,1,0,443,1,13,410,187,0,4,1,31,0,0,0,2,0,0,436,0,0,65,0,1116,1585,0,642,0,6,0,0,0,0,0,343,513,0,20,457,0,539,0,0,0,1,0,0,0,49,2,26,257,3,0,1,0,1,0,0,1,0,1,0
NDUFAF5,900,1,85,1,0,0,1,0,342,0,21,0,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,1159,1536,0,0,0,0,0,0,1,75,0,118,0,0,0,0,414,0,1,0,0,766,0,0,26,0,0,15,1,121,0,0,0,1,60,65,0
NDUFAF7,0,1,0,4828,85,1423,1,0,1,0,21,2,1,73,0,0,0,0,0,0,0,0,0,0,0,18,3,1,41,0,0,36,0,0,0,0,170,0,0,670,0,2,64,0,0,1377,332,122,174,0,0,92,0,0,2,0,1,27,0,942,0,1,1621,1,0
NDUFB1,0,875,7,1,80,0,1,8,20,6,95,28,363,209,12,0,46,16,0,17,65,97,171,127,328,138,29,222,163,83,5,134,450,346,76,65,1,45,271,294,81,245,3,632,15,7,132,7,33,95,28,11,46,15,31,0,147,173,20,0,147,823,67,1,0
NDUFB10,0,1,33,1,512,0,1,8,110,9,327,16,1,59,58,0,81,6,0,85,1,531,109,21,0,20,884,350,0,0,11,284,0,0,57,0,1,6,0,20,14,30,1,0,287,10,1,0,126,313,79,0,247,0,0,83,1,24,140,46,130,1,463,1,0
NDUFB11,1623,1,41,1,4,222,166,156,123,153,71,84,2107,313,211,0,0,69,65,67,95,0,367,469,172,144,237,523,415,85,5,0,0,0,0,61,1,14,96,0,307,59,224,510,141,30,300,450,12,91,487,97,669,35,4,196,1,20,578,1320,0,390,219,614,0
NDUFB2,0,1253,18,1,487,501,1,77,56,51,428,12,464,404,217,888,166,173,141,0,31,679,384,12,1137,445,140,181,679,326,41,146,449,93,201,260,1,231,62,540,111,22,143,110,112,53,956,46,191,378,218,176,266,119,71,93,84,57,277,0,474,1,173,617,259
